Customer_ID,Average_Wallet_Balance_(INR),Avg recharge value_(INR),Customer_Age,Gender,Income,City,Avg_transaction_amount_for_bill_payments_(INR),Avg_amount_of_Retail_e-commerce_payments_(INR),Average_duration_of_each_session_in_Min,Average_Transfer_Amount_(INR),No._of_P2P_transfers in a month,Average_Withdrawal_amount_(INR),CIBIL_Score,Automatic_payment_enabled,Max_Transaction_Amount_(INR),Avg_Spend_Per_Month,Automatic_payments_total_amount,Wallet_activated_at,Last_Activity_Date,"high_risk vs low_risk (1= High risk, 0= Low risk)"
CI576916,5608.76,1242.44,20,F,10L-20L,Tier 2,3321.89,950,3.01,1200,5,754.52,473,Yes,9738,4777.89,1317,44282,44468,0
CI826137,2367.48,864.24,19,M,5L-10L,Tier 2,1555.63,850,4.01,1450,1,1280.28,782,Yes,3542,2911.63,4172,44396,44470,0
CI141378,1553,228.5,61,M,5L-10L,Tier 2,1916.62,700,2.01,1100,3,982.47,571,No,11751,3122.62,2323,44199,44476,0
CI373146,1809.6,585.3,24,F,<5L,Tier 1,1241.54,300,4,1600,3,1360.34,793,No,12722,2047.54,395,43615,44469,0
CI404364,1795.44,289.11,52,M,10L-20L,Tier 1,1064.08,550,3,1300,9,789.03,944,No,2954,2120.08,2180,43536,44463,0
CI906438,3379.9,1370.45,39,F,>20L,Tier 2,2524.55,300,4,1450,10,1788.42,669,No,4794,3330.55,414,43899,44478,0
CI237288,5944.32,1326.33,18,M,<5L,Tier 2,1514.08,500,3,1450,4,1732.96,728,No,3175,2520.08,204,43493,44489,0
CI297034,1785.819,476.39,47,U,>20L,Tier 1,1556.95,456,1.01,1485,7,1546.7,505,Yes,4240,2645.95,2626,42759,44426,1
CI223677,1498.46,429.73,20,F,5L-10L,Tier 2,3095.14,700,4.01,1250,7,1263.09,693,No,9514,4301.14,1629,43073,44452,0
CI563350,3465.4,706.6,62,M,<5L,Tier 2,738.81,600,4,1050,2,1810.8,962,No,1227,1844.81,1694,42701,44450,0
CI368475,2970.268,776.06,32,M,<5L,Tier 1,2229.37,327,4,1164,10,1310.41,911,No,4218,3091.37,2827,42965,44474,1
CI316296,2374.5,578.5,69,F,10L-20L,Tier 1,437.31,600,3,1050,9,1110.73,732,Yes,452,1543.31,3222,42730,44461,0
CI574958,1331.84,346.42,57,F,5L-10L,Tier 2,534.19,650,3,1400,4,604.48,553,No,6680,1690.19,1885,42733,44452,0
CI948380,1703.121,495.01,29,M,<5L,Tier 1,292.81,340,2,1350,8,1011.52,479,No,10696,1177.81,3071,44337,44463,1
CI441329,2258.01,539.67,39,F,<5L,Tier 1,2979.39,550,3.01,1300,2,1516.49,696,No,4006,4035.39,657,44440,44450,0
CI466762,2965.47,775.49,45,F,10L-20L,Tier 2,2516.56,600,4.01,1350,6,1701.84,745,No,12937,3622.56,4167,43148,44428,0
CI442936,4572.72,1311.24,49,M,5L-10L,Tier 1,2052.19,300,2.01,1450,6,1586.33,634,No,4943,2858.19,1061,42855,44468,0
CI242453,1477,838,67,M,<5L,Tier 2,1585.68,350,3,1050,9,1093.92,485,No,2603,2441.68,837,44214,44482,0
CI200765,2030.196,979.64,35,U,10L-20L,Tier 1,1514.22,3396,4.01,1585,10,1269.45,406,No,11846,5449.22,1915,42827,44506,1
CI948073,916.96,277.96,39,F,<5L,Tier 2,883.58,4400,3.01,1200,7,859.07,410,Yes,12422,5789.58,982,43630,44439,0
CI108714,944.02,152.51,46,M,5L-10L,Tier 2,2236.85,700,4,1400,9,1573.29,938,No,8503,3442.85,2947,44209,44435,0
CI503856,3197.1,852.7,45,M,5L-10L,Tier 3,1267.14,550,2.01,1300,10,1245.33,833,No,12597,2323.14,623,44391,44443,0
CI108402,1402.46,763.46,25,U,<5L,Tier 2,92.3,750,4.01,1050,1,1326.28,684,Yes,5932,1348.3,1822,44237,44449,0
CI473396,3352.38,1356.69,36,F,5L-10L,Tier 2,2932.29,4250,4.01,1100,10,754.16,860,No,2730,7688.29,4461,44100,44491,0
CI372240,6582.24,1485.81,42,M,10L-20L,Tier 2,347.79,450,3.01,1000,7,1523.94,758,No,7903,1303.79,2631,44301,44486,0
CI225502,3159.72,1260.36,28,M,<5L,Tier 2,2062.1,300,4.01,1150,3,711.02,609,No,4772,2868.1,794,43612,44464,0
CI887525,940.41,100.47,54,U,<5L,Tier 1,797.04,500,4.01,1400,7,1393.48,624,No,10156,1803.04,2357,43055,44451,0
CI215856,1286.2,647.2,69,F,5L-10L,Tier 1,818.72,750,1,1100,2,927.59,533,Yes,8449,2074.72,2082,43952,44480,0
CI656788,4805.84,1041.71,69,F,>20L,Tier 2,128.04,650,3,1450,7,1249.85,735,No,9149,1284.04,1204,44006,44476,0
CI769089,2553.12,957.06,61,F,>20L,Tier 1,824.55,3000,1.01,1150,4,805.1,687,No,1726,4330.55,1182,43409,44425,0
CI193495,1722.14,321.3,15,M,<5L,Tier 1,2057.07,740,1,1376,6,1371.35,876,No,3203,3393.07,3228,43728,44484,1
CI953014,3973.76,833.69,21,F,<5L,Tier 1,476.78,850,1,1150,7,764.39,1010,No,2145,1832.78,4141,43087,44447,0
CI974424,888.748,-37.34,56,U,>20L,Tier 1,739.08,756,2.01,1481,8,788.8,380,Yes,10079,2086.08,1107,44261,44464,1
CI815487,1651.96,253.24,47,M,>20L,Tier 2,1050.46,550,3,1350,2,1714.37,564,Yes,4979,2106.46,2635,44451,44480,0
CI667776,1233.18,594.18,47,F,10L-20L,Tier 1,538.88,550,1.01,1050,2,1485.95,587,Yes,5317,1594.88,2303,43649,44429,0
CI545994,4830.48,1047.87,49,F,10L-20L,Tier 1,845.26,400,2,1250,7,626.91,572,No,12790,1751.26,4012,42842,44462,0
CI989141,2150.4,503.8,65,M,<5L,Tier 2,2698.95,350,1,4000,8,1054.76,560,No,8491,3554.95,2709,43417,44472,0
CI988705,1298.76,164.94,67,M,10L-20L,Tier 2,1856.58,750,4.01,1250,2,1129.44,640,No,9427,3112.58,1973,42708,44469,0
CI203041,3136.64,1248.82,52,M,<5L,Tier 1,2187.78,800,2,1250,10,1403.42,959,Yes,10722,3493.78,2324,44194,44446,0
CI999530,4678.26,1346.42,63,F,>20L,Tier 1,390.53,750,1.01,1100,10,1655.9,699,Yes,4048,1646.53,3150,44178,44506,0
CI181556,3035.6,1198.3,21,M,>20L,Tier 2,1015.15,250,3,1300,3,1573.96,584,No,2431,1771.15,2491,44395,44452,0
CI663250,1731.2,1092.2,35,U,10L-20L,Tier 1,2414.83,450,2,1300,8,1266.03,1009,No,9392,3370.83,1941,44259,44437,0
CI411363,2725.62,695.54,25,F,5L-10L,Tier 1,2473.94,450,1,1300,10,979.99,887,Yes,6386,3429.94,2299,43046,44421,0
CI145243,1352.84,356.92,57,F,<5L,Tier 1,3012.21,4750,2.01,1250,1,835.5,801,No,7614,8268.21,3025,43651,44508,0
CI557416,1613.094,674.71,7,M,>20L,Tier 2,1287.96,434,2.01,1430,2,1689.92,769,No,1436,2243.96,2612,43625,44505,1
CI670396,1085.79,148.93,41,F,>20L,Tier 2,1317.58,500,1.01,1000,4,1156.23,804,No,10829,2323.58,3724,43758,44431,0
CI482216,4737.96,1366.32,66,M,<5L,Tier 2,1158.69,700,1,1000,3,1648.63,590,No,4864,2364.69,2084,42742,44483,0
CI171800,754.54,115.54,55,F,5L-10L,Tier 2,2813.86,3150,3.01,3450,4,1627.63,906,Yes,12590,6469.86,3958,43975,44463,0
CI234415,1895.642,864.53,25,M,<5L,Tier 1,2525.28,761,4.01,1268,6,863.2,751,No,5762,3892.28,661,43340,44446,1
CI132675,3609.76,1485.38,54,M,10L-20L,Tier 1,2636.88,1150,4.01,1050,2,1127.36,582,No,12183,4292.88,3241,44491,44496,0
CI495534,3820.05,1060.35,40,M,<5L,Tier 1,442.48,550,3.01,1150,2,1049.31,427,No,9606,1498.48,1136,43244,44462,0
CI118786,1099.25,460.25,54,F,<5L,Tier 1,280.7,1950,4.01,1350,5,1663.11,743,No,11908,2736.7,3467,44016,44503,0
CI779954,1006.66,183.83,44,M,5L-10L,Tier 1,2511.95,650,3,1050,2,1343.03,603,No,2040,3667.95,1017,43978,44433,0
CI961098,1374.62,735.62,63,F,<5L,Tier 1,1192.15,650,2,1250,5,844.3,963,Yes,12977,2348.15,610,44492,44502,0
CI273414,2475.018,1342.37,48,M,<5L,Tier 2,1717.26,707,4.01,1096,2,1584.01,410,No,5266,2999.26,2692,44246,44487,1
CI661817,1052.52,137.84,35,M,5L-10L,Tier 2,1295.22,450,1.01,1350,7,1720.48,413,No,10680,2251.22,3065,42699,44459,0
CI446295,1663.34,512.17,47,M,>20L,Tier 2,3197.79,600,4.01,1250,5,1469.09,628,No,5647,4303.79,3222,42895,44499,0
CI185343,2253.26,807.13,60,F,>20L,Tier 1,284.12,800,3,1350,8,627.21,781,Yes,927,1590.12,942,43832,44435,0
CI223748,2260.02,695.2,10,F,5L-10L,Tier 2,2975.24,407,4,1163,4,771.89,786,No,9402,3944.24,2189,43285,44461,1
CI567805,4279.23,1213.41,67,M,<5L,Tier 3,2157.84,750,3.01,1050,8,1054.83,430,No,12056,3413.84,2892,43747,44498,0
CI182065,4573.86,1311.62,67,M,5L-10L,Tier 2,1369.58,950,2.01,750,8,940.75,807,No,8981,2825.58,3736,43147,44445,0
CI625493,1713.42,1074.42,69,M,10L-20L,Tier 2,2087.32,700,2.01,1050,1,791.52,773,No,922,3293.32,3965,43017,44452,0
CI796005,4544.37,1301.79,22,M,<5L,Tier 1,720.54,650,3.01,1250,8,705.14,638,No,8083,1876.54,779,43957,44478,0
CI105480,3208.72,1284.86,28,F,<5L,Tier 1,1508.72,700,3,1300,2,1692.03,818,Yes,12138,2714.72,1953,43123,44473,0
CI803637,3508.56,717.39,69,M,5L-10L,Tier 2,2905.78,900,1,1400,7,663.06,1019,Yes,4652,4311.78,1513,44494,44508,0
CI325254,3510.21,957.07,35,M,<5L,Tier 2,1857.84,3300,4,1050,9,1720.11,972,Yes,10720,5663.84,640,44076,44478,0
CI611124,1339.779,242.99,59,M,<5L,Tier 1,989.29,620,4,1580,3,1134.77,516,No,7989,2164.29,771,44084,44432,1
CI923826,3465.4,706.6,58,M,<5L,Tier 1,960.85,3550,4.01,1450,1,728.65,437,Yes,10596,5016.85,1307,43981,44430,0
CI101204,2058.42,1006.8,22,U,<5L,Tier 1,1240.25,945,2.01,1563,5,1188.42,879,No,7391,2766.25,1320,44021,44479,1
CI560946,1371.58,366.29,40,M,<5L,Tier 1,3019.93,500,3.01,1950,3,1319.63,829,Yes,7360,4025.93,1334,44285,44434,0
CI642098,2218.02,789.51,60,M,>20L,Tier 2,1601.76,1950,4.01,1050,4,1616.14,804,No,8556,4057.76,923,43510,44453,0
CI608787,4600.12,990.28,43,U,<5L,Tier 1,703.04,3300,2.01,1050,5,1498.48,868,No,7880,4509.04,474,44493,44503,0
CI164137,2314.5,837.75,69,U,<5L,Tier 2,1001.15,200,1,4600,3,1777.97,736,No,7362,1707.15,4483,43231,44440,0
CI402869,1146.32,126.83,23,F,<5L,Tier 1,3059.47,850,3.01,1400,1,1585.44,621,No,7216,4415.47,328,43653,44430,0
CI958258,1077.825,138.25,38,M,<5L,Tier 1,1676.34,936,4.01,2985,7,751.62,873,No,8031,3198.34,2331,43476,44482,1
CI282879,2932.5,764.5,68,F,5L-10L,Tier 2,1307.31,900,1.01,1150,2,1084.96,736,No,2999,2713.31,3030,43926,44489,0
CI498043,2028.068,988.12,42,M,<5L,Tier 1,1602.6,427,2.01,1315,6,1237.04,588,No,11401,2591.6,1197,44398,44459,1
CI874384,4397.88,939.72,46,M,<5L,Tier 3,2809.09,900,4,1350,4,1239.54,781,No,12415,4215.09,2445,43227,44432,0
CI300195,1074.63,435.63,34,M,<5L,Tier 2,3291.89,1000,3.01,1300,1,773.67,510,No,6388,4797.89,4054,44222,44492,0
CI636634,1381.82,742.82,32,F,10L-20L,Tier 1,3280.89,300,3.01,1200,6,879.53,737,No,11690,4086.89,1034,43513,44425,0
CI575342,1683.276,318.42,20,M,5L-10L,Tier 1,900.95,896,1,1137,2,1462.44,668,No,4204,2380.95,4382,44377,44482,1
CI523817,1678.9,1039.9,53,F,<5L,Tier 2,3237.47,350,2.01,3750,9,1609.03,869,Yes,7082,4093.47,1386,43057,44463,0
CI869339,2119.83,1480.83,49,F,>20L,Tier 1,1128.73,450,2.01,1400,9,616.68,770,Yes,9803,2084.73,3073,44386,44485,0
CI460122,4883.88,1061.22,28,F,<5L,Tier 2,1212.83,350,2.01,1300,4,1620.45,690,No,9715,2068.83,1071,43339,44456,0
CI884838,2095.48,728.24,56,F,<5L,Tier 2,1859.5,900,4,1300,7,671.91,469,No,5807,3265.5,3148,43236,44494,0
CI583957,2360.68,505.35,24,F,<5L,Tier 1,827.52,950,1.01,1276,9,1369.13,385,No,12909,2424.52,882,43500,44499,1
CI274469,1231.64,296.32,32,F,<5L,Tier 1,592.63,800,1,1450,10,749.33,570,Yes,11966,1898.63,317,43144,44461,0
CI626905,1514.41,875.41,25,U,5L-10L,Tier 2,2485.52,200,2.01,1250,8,1461.03,941,No,10754,3191.52,4171,44469,44473,0
CI259853,4108.84,867.46,59,F,10L-20L,Tier 2,2671.05,500,3.01,1400,6,1471.56,909,No,7800,3677.05,3080,43886,44444,0
CI632406,4348.176,1241.17,50,M,<5L,Tier 2,2508.45,769,4,1495,9,1596.35,563,No,10488,3857.45,3523,43445,44499,1
CI362143,1347.28,708.28,55,F,10L-20L,Tier 2,2570.85,500,2.01,1100,7,1140.89,707,No,4658,3576.85,1804,44509,44519,0
CI503735,2256.57,539.19,54,M,<5L,Tier 1,3102.59,400,2,3050,4,1231,856,Yes,10954,4008.59,275,42807,44460,0
CI594568,4283.804,1186.18,35,M,5L-10L,Tier 2,958.32,515,4.01,1304,9,965.81,936,No,12835,2028.32,615,43403,44479,1
CI861758,3221.54,1291.27,47,U,5L-10L,Tier 1,2027.65,800,4.01,1400,6,856.49,649,No,1146,3333.65,4177,43951,44448,0
CI288567,3104,1232.5,18,F,10L-20L,Tier 2,790.14,350,3.01,1350,9,647.94,598,No,1240,1646.14,4006,42939,44477,0
CI670832,1636.79,997.79,21,U,>20L,Tier 2,2710.31,250,2,1150,8,1090.15,425,Yes,3730,3466.31,1597,43196,44459,0
CI607039,1130.997,848.71,55,F,10L-20L,Tier 2,414.42,442,4.01,1439,4,1308.71,502,No,8289,1376.42,3590,44370,44475,1
CI981075,1259.783,1038.69,23,M,5L-10L,Tier 1,2037.58,493,4.01,1345,2,1009.39,386,No,3534,3049.58,3868,43074,44480,1
CI275222,2075.24,718.12,35,M,<5L,Tier 3,2183.5,800,1,1150,5,1046.55,851,No,8183,3489.5,2540,44195,44424,0
CI546980,2553.76,478.69,58,M,10L-20L,Tier 1,2396.8,850,1,1100,2,753.23,1010,No,10112,3752.8,1110,44023,44446,0
CI209431,2006.02,683.51,30,F,<5L,Tier 2,400.06,800,3,1150,8,1660.53,776,No,876,1706.06,2708,44485,44495,0
CI660008,1957.16,329.54,42,F,5L-10L,Tier 1,1175.51,750,2,1050,4,700.28,706,No,4194,2431.51,1440,44301,44495,0
CI236892,3234.93,865.31,40,M,<5L,Tier 1,224.45,1250,3.01,1000,1,1468.32,559,No,10329,1980.45,866,42888,44442,0
CI609421,3898.47,1086.49,65,M,<5L,Tier 1,2360.6,850,1.01,1200,9,949.8,552,No,10899,3716.6,2562,44397,44496,0
CI802172,5177.12,1134.53,40,M,>20L,Tier 1,1189.8,500,2,1400,9,1308.37,947,Yes,8864,2195.8,3894,43698,44435,0
CI250828,1022.9,191.95,57,F,10L-20L,Tier 1,326.95,350,2,1250,1,1639.1,974,Yes,12331,1182.95,4073,43474,44423,0
CI582959,1859.732,348.44,37,M,>20L,Tier 1,3056.78,841,3,1375,6,1649.45,650,Yes,4293,4449.78,3679,43905,44510,1
CI857529,2095.2,728.1,36,M,5L-10L,Tier 1,369.41,450,4.01,1050,9,633.57,660,No,9691,1325.41,3101,43457,44446,0
CI572853,2496.33,619.11,68,M,10L-20L,Tier 1,2482.48,900,2,1050,10,1776.93,714,No,11665,3888.48,1993,44225,44488,0
CI208062,949.88,155.44,63,F,<5L,Tier 3,282.8,350,3,1150,10,1065.03,553,No,8110,1138.8,435,43533,44437,0
CI621541,4943.82,1434.94,21,U,5L-10L,Tier 2,1680.12,500,1,1300,4,656.17,481,No,7340,2686.12,3046,43245,44472,0
CI851679,6243.04,1401.01,28,M,<5L,Tier 1,2521.08,550,2.01,1450,9,950.43,944,Yes,2918,3577.08,531,43843,44486,0
CI356262,740.57,101.57,20,F,>20L,Tier 1,337.89,450,4.01,1400,7,1020.71,615,No,2295,1293.89,659,42823,44456,0
CI289586,4702.68,1354.56,63,M,<5L,Tier 2,2269.98,3750,1,2300,10,975,377,Yes,6515,6525.98,951,43094,44460,0
CI310162,3765.76,781.69,38,M,5L-10L,Tier 1,2289.73,300,2.01,1350,9,1152.91,947,No,9428,3095.73,1228,44278,44431,0
CI617575,3491,1426,25,F,<5L,Tier 1,117.91,300,1.01,1200,6,1196.88,636,Yes,2740,923.91,4324,43495,44428,0
CI892270,1235.88,596.88,49,U,5L-10L,Tier 2,2938.16,900,1.01,1100,3,1073.17,424,No,7689,4344.16,1564,44193,44476,0
CI523323,1362.77,723.77,35,F,10L-20L,Tier 1,1246.11,600,2.01,1300,6,768.95,672,No,12360,2352.11,1385,43436,44491,0
CI579299,1329.6,345.3,44,F,<5L,Tier 1,675.17,700,4.01,1000,10,1529.2,676,No,3674,1881.17,3626,44015,44462,0
CI425230,4283.7,1214.9,56,M,<5L,Tier 1,360.49,3550,2,1000,2,1517.87,898,No,4624,4416.49,2980,42766,44495,0
CI158378,1480.2,280.4,34,M,10L-20L,Tier 1,2417.4,600,3.01,1350,7,1350.74,854,No,11880,3523.4,1683,43846,44501,0
CI402627,2396.8,439.45,59,F,10L-20L,Tier 3,462.58,300,4.01,1200,6,1752.78,840,No,7999,1268.58,4492,43688,44438,0
CI762105,1676.2,259.3,38,M,10L-20L,Tier 2,1607.4,600,4.01,2300,1,1573.9,372,No,11059,2713.4,341,44234,44457,0
CI540933,3702.72,765.93,19,M,<5L,Tier 3,95.83,4350,4,1250,3,913.69,795,Yes,5070,4951.83,1723,44231,44463,0
CI130623,3379.47,913.49,60,F,<5L,Tier 2,2208.85,900,3.01,1400,4,1675.23,971,Yes,9680,3614.85,3421,43884,44454,0
CI508892,1411.04,386.02,59,M,10L-20L,Tier 1,1918.02,250,2.01,1050,6,630.29,845,No,7573,2674.02,1809,43646,44421,0
CI457131,2508.09,623.03,51,F,<5L,Tier 1,291.42,2050,4,3300,4,1326.46,869,No,8640,2847.42,3592,44356,44427,0
CI146681,3612.68,1486.84,64,F,<5L,Tier 1,2821.44,500,2.01,1350,3,864.14,395,No,7051,3827.44,727,42822,44432,0
CI199453,1221.72,145.68,35,M,5L-10L,Tier 1,2056.27,800,1,1050,4,1764.24,850,No,3515,3362.27,1140,43098,44461,0
CI497992,2859.28,1110.14,19,M,<5L,Tier 1,2828.79,700,1.01,1200,3,1592.07,822,No,6001,4034.79,1701,43144,44439,0
CI145414,3738.72,774.93,42,M,<5L,Tier 3,2354.6,700,2.01,1100,5,1440.3,967,No,12797,3560.6,2469,44003,44455,0
CI981292,5019.08,1095.02,25,M,5L-10L,Tier 1,1897.36,550,3,1150,6,914.19,680,No,2932,2953.36,2702,44001,44447,0
CI206870,870.18,231.18,29,F,5L-10L,Tier 1,2901.43,650,1.01,1350,4,1741.86,945,Yes,5846,4057.43,1218,43902,44492,0
CI486243,5073.39,1478.13,49,M,5L-10L,Tier 2,2748.98,950,3.01,1300,1,742.59,696,Yes,3066,4204.98,2283,43709,44453,0
CI848580,3810.78,1057.26,45,M,10L-20L,Tier 1,2509.81,900,3.01,1450,5,1629.1,621,No,7371,3915.81,4198,43758,44501,0
CI387379,3206.224,828.33,10,F,<5L,Tier 1,917.37,646,2,1359,7,1526.23,680,No,3706,2143.37,1540,43522,44484,1
CI137322,2891.58,750.86,56,U,5L-10L,Tier 1,3020.2,800,4,1450,4,1294.37,623,No,9992,4326.2,374,43440,44470,0
CI855451,6308.84,1417.46,66,U,<5L,Tier 1,2096.37,300,1.01,1200,5,1166.14,695,No,3095,2902.37,770,43329,44453,0
CI519108,1698.67,1059.67,55,M,5L-10L,Tier 1,1929.66,450,4.01,1400,1,803.3,589,No,2443,2885.66,1514,43745,44493,0
CI383669,4453.64,953.66,60,M,<5L,Tier 1,2907.43,2750,2.01,1000,9,1461.07,589,No,11511,6163.43,1144,43300,44451,0
CI905486,3146.16,1253.58,28,F,<5L,Tier 2,3005.91,600,4,1150,4,1262.64,712,No,9012,4111.91,3914,44372,44458,0
CI765973,3226.65,862.55,29,M,<5L,Tier 1,2730.24,450,2.01,1200,7,820.28,653,Yes,7543,3686.24,1217,43075,44488,0
CI719290,3009.72,592.68,60,M,5L-10L,Tier 1,2877.66,850,3.01,1150,7,1051.75,517,Yes,12525,4233.66,718,43604,44465,0
CI679280,3050.12,602.78,65,M,<5L,Tier 1,2375.61,500,4,1050,1,1566.22,859,No,9925,3381.61,1263,43789,44442,0
CI653690,5517.28,1219.57,48,F,>20L,Tier 1,2527.69,550,3.01,2600,1,1377.55,737,No,8174,3583.69,1569,43766,44444,0
CI317146,2004.22,682.61,44,M,5L-10L,Tier 3,805.44,850,3,1300,8,1532.35,512,Yes,11169,2161.44,679,42878,44455,0
CI938867,5372.52,1183.38,19,F,5L-10L,Tier 3,1457.3,850,2.01,1350,8,1462.66,883,No,10198,2813.3,1014,44434,44440,0
CI517143,3673.56,1011.52,64,F,<5L,Tier 2,557.16,550,3.01,1450,7,814.64,770,No,9796,1613.16,2582,44326,44489,0
CI477703,1057.48,209.24,38,F,<5L,Tier 1,3195.01,450,3.01,1050,6,683.06,776,Yes,5772,4151.01,579,44333,44472,0
CI330223,2483.4,922.2,50,M,<5L,Tier 3,697.18,800,1.01,1050,9,1051.79,484,Yes,2629,2003.18,298,42896,44465,0
CI497395,2209.08,523.36,25,M,<5L,Tier 3,1668.19,850,4,1450,3,631.85,858,Yes,12618,3024.19,2460,44139,44509,0
CI865695,1056.832,721.76,15,M,5L-10L,Tier 1,1285.84,450,4,1135,9,914.83,616,No,12861,2300.84,2213,42719,44504,1
CI964070,2577.76,969.38,19,M,<5L,Tier 1,647.59,400,3,2700,3,766.04,541,No,4224,1553.59,3828,44463,44473,0
CI709887,3229.653,1162.93,26,F,<5L,Tier 1,2440.57,338,1,1181,10,1503.05,697,No,1184,3336.57,1231,43692,44487,1
CI164229,1710.3,357.1,30,F,5L-10L,Tier 1,958.97,600,1,1200,3,1510.88,672,No,4488,2064.97,1079,43279,44429,0
CI201427,1482.9,843.9,56,M,5L-10L,Tier 2,839.54,800,4,1050,7,1466.52,473,No,8896,2145.54,3230,43792,44473,0
CI137757,3213.81,858.27,43,M,<5L,Tier 2,121.41,500,3.01,1400,3,1425.75,895,No,1201,1127.41,2266,42829,44447,0
CI937068,1216,288.5,25,F,<5L,Tier 2,1320.2,500,4.01,3500,4,1182.15,906,No,11723,2326.2,577,43061,44474,0
CI925673,1782.24,285.81,19,M,<5L,Tier 1,340.15,350,2.01,1100,1,1043.6,637,No,2106,1196.15,1894,43555,44487,0
CI416921,1118.02,239.51,39,M,10L-20L,Tier 1,3188.77,350,3,1200,2,690.35,551,Yes,12262,4044.77,3864,42698,44474,0
CI403815,6428,1447.25,21,U,<5L,Tier 1,1290.01,500,3,1300,7,827,799,No,3256,2296.01,886,44139,44452,0
CI405251,2350.77,570.59,37,M,<5L,Tier 1,925.54,900,3,3450,10,906.12,1007,Yes,2234,2331.54,1189,43137,44421,0
CI298508,1620.59,981.59,54,M,10L-20L,Tier 2,3271.29,500,2,4800,5,1695.65,728,No,2891,4277.29,1861,42820,44444,0
CI399740,2101.76,731.38,45,M,<5L,Tier 1,1854.03,400,1,1300,3,1214.95,799,No,11510,2760.03,2637,42896,44473,0
CI657899,1390.277,1209.11,28,F,>20L,Tier 1,3207.51,807,4.01,1442,5,1904.52,473,Yes,9099,4578.51,2182,42922,44501,1
CI418729,2312.12,836.56,48,M,10L-20L,Tier 2,1520.47,950,3.01,1100,10,990.21,842,No,4467,2976.47,1092,43069,44479,0
CI854628,2009.28,685.14,32,F,<5L,Tier 1,1640.47,1700,2,1400,6,685.14,389,Yes,7824,3846.47,1520,43247,44455,0
CI503647,4908.75,1423.25,54,M,<5L,Tier 2,1637.49,550,3,1450,10,1291.48,837,Yes,2357,2693.49,2693,43308,44456,0
CI588392,4976.94,1445.98,34,F,5L-10L,Tier 1,2996.38,250,2.01,2300,1,867.59,827,No,1980,3752.38,2202,43609,44482,0
CI612851,4125.48,871.62,61,F,5L-10L,Tier 2,2522.93,1350,1.01,1150,1,642.14,787,Yes,578,4378.93,1924,43241,44423,0
CI983443,3525.52,1443.26,35,U,10L-20L,Tier 1,212.4,800,3.01,1200,3,1081.44,963,No,5468,1518.4,2701,43916,44421,0
CI206727,1883.64,414.88,39,F,5L-10L,Tier 2,851.19,950,1.01,1300,8,1380.26,487,No,9649,2307.19,3836,44285,44485,0
CI695204,2210.46,785.73,26,M,<5L,Tier 1,2879,600,3,1100,2,1356.44,376,Yes,5281,3985,272,42686,44453,0
CI380773,1058.988,251.92,30,F,10L-20L,Tier 1,881.88,849,1,1301,10,1532.28,674,No,10870,2290.88,3182,42979,44504,1
CI232511,1406.21,767.21,34,F,<5L,Tier 2,305.01,600,4,200,4,1202.6,831,No,5818,1411.01,1330,43207,44445,0
CI163037,3634.8,1497.9,49,M,5L-10L,Tier 2,1205.69,900,1.01,1400,5,800.22,443,No,9760,2611.69,3360,43222,44482,0
CI596477,2530.98,945.99,43,M,5L-10L,Tier 2,612.58,650,1.01,1250,5,1734.31,690,No,2456,1768.58,2937,43356,44506,0
CI179981,2023.53,461.51,43,F,<5L,Tier 1,2911.18,700,1,1300,9,1185.45,381,Yes,12677,4117.18,3700,42877,44443,0
CI622253,2177.78,769.39,31,M,<5L,Tier 1,354.23,350,1,1050,8,1011.46,440,No,3673,1210.23,2221,43403,44471,0
CI290628,4948.23,1436.41,22,F,<5L,Tier 1,1349.75,400,4.01,1050,6,1756.62,670,No,2853,2255.75,3516,43413,44440,0
CI701062,1653.386,748.49,40,U,10L-20L,Tier 2,353.84,861,1,1419,5,1445.69,639,Yes,12227,1802.84,573,44371,44478,1
CI185970,2374.41,578.47,41,F,5L-10L,Tier 1,852.97,2100,4,1100,2,1628.95,699,No,9704,3458.97,3261,42688,44435,0
CI439682,6644.44,1501.36,69,U,>20L,Tier 2,2446.44,300,3,1000,7,892.59,633,No,12262,3252.44,808,43157,44507,0
CI970150,1613.28,324.76,26,M,<5L,Tier 2,241.98,350,2.01,1250,9,849.6,869,No,2388,1097.98,3958,43911,44472,0
CI486726,1443.78,402.39,20,F,<5L,Tier 2,2951.57,550,2,2750,1,1631.71,533,No,11582,4007.57,2542,43940,44507,0
CI184623,1194.27,185.09,44,F,10L-20L,Tier 2,1685.27,800,2,2350,3,1398.24,984,No,9888,2991.27,3417,44387,44483,0
CI182874,764.75,125.75,19,M,<5L,Tier 1,2813.48,650,3.01,1200,3,1292.73,911,No,8521,3969.48,3980,43870,44474,0
CI447943,1549.28,910.28,25,M,5L-10L,Tier 1,1683.76,1950,1,1400,9,1697.84,783,No,1823,4139.76,3603,42881,44440,0
CI838956,2171.75,1037.75,7,M,<5L,Tier 2,3261.21,4876,1,1388,5,1284.46,555,No,10015,8715.21,2370,44363,44437,1
CI183137,1072.72,433.72,55,F,<5L,Tier 1,3211.47,550,1,1000,8,945.93,566,No,6791,4267.47,4096,43169,44467,0
